# {"t_start": 1586104316.6417692, "env_id": "Hopper-v2"} 
r,l,t
91.465398,53,1577.001087
492.490593,205,1577.238775
55.5121,32,1577.277739
3117.583449,931,1578.401508
1607.052019,496,1578.907046
2596.282199,773,1579.958109
3241.961706,1000,1581.4367
342.704059,153,1581.697911
1925.989655,586,1582.831829
1238.27718,377,1583.549858
1834.470098,559,1584.73263
486.037809,207,1584.996109
1437.606767,446,1585.479977
3324.284925,1000,1586.659623
1706.743004,515,1587.295657
1452.286026,445,1587.735657
1472.805867,435,1588.282893
812.129976,268,1588.545102
1261.320861,394,1588.919973
90.708116,53,1588.971355
3231.084888,1000,1590.059651
1689.356141,523,1590.660007
3223.149697,1000,1591.735863
3056.865187,913,1592.735034
3239.784058,1000,1593.879324
2950.045111,874,1594.841625
3228.732464,1000,1596.530146
1773.477171,552,1597.100236
3184.13188,1000,1598.233824
1560.430062,471,1598.837219
3243.566289,1000,1600.224641
1364.392811,410,1600.790339
1332.52261,416,1601.468515
501.74911,193,1601.935946
411.782429,173,1602.186163
818.822306,278,1602.519277
1898.280103,570,1603.258501
1094.450514,334,1603.589849
1194.95202,372,1603.943634
3242.738857,1000,1605.093317
3212.829087,1000,1606.199136
1328.692696,419,1606.746801
476.391534,187,1606.945652
1541.152185,472,1607.470097
3126.363619,939,1608.580804
1338.993472,411,1609.123647
1302.316845,404,1609.654675
3160.975399,1000,1611.182752
3201.124092,1000,1612.654689
2995.922264,904,1613.75211
3212.289591,1000,1614.866982
3185.475785,1000,1616.610801
1736.493095,519,1617.137453
3205.71921,1000,1618.288787
2903.995409,910,1619.296279
2242.567297,671,1620.056256
3193.930397,1000,1621.20447
409.9588,169,1621.378041
744.878097,253,1621.660966
609.672756,220,1621.901998
1181.462517,361,1622.412481
3214.944153,1000,1623.627146
1449.08985,435,1624.087032
2108.222699,642,1624.916494
1194.960062,369,1625.309428
1897.391631,581,1626.072549
1461.715349,441,1626.561405
2962.180632,921,1627.670228
1655.617171,512,1628.337201
1318.658607,413,1628.914919
3162.779388,1000,1630.855023
967.059375,292,1631.292004
675.042931,211,1631.588801
1331.528016,419,1632.230396
1994.623635,597,1632.877992
3260.905723,1000,1633.997052
3210.854307,1000,1635.097041
3207.55939,1000,1637.002985
2317.967996,695,1637.819686
1216.536338,373,1638.177536
1980.182858,603,1638.907877
3190.993623,1000,1640.253484
3193.190905,1000,1641.847051
1478.713606,456,1642.631908
1598.373463,514,1643.525473
3228.689922,1000,1644.926428
1003.592688,304,1645.234371
2193.087568,660,1646.031085
3217.953876,1000,1647.209951
3212.217123,1000,1648.428606
3149.890555,1000,1649.604545
3160.022136,1000,1651.137115
3207.959153,1000,1652.968488
3260.494589,1000,1654.498065
1424.30735,425,1654.950546
3186.4577,1000,1656.064925
3221.759681,1000,1657.753737
2829.857556,859,1658.680957
3246.242845,1000,1659.768962
1412.903325,443,1660.213883
3222.989566,1000,1661.365143
2585.2599,779,1662.311507
3209.068746,1000,1663.837466
3187.537543,1000,1665.832001
2111.688987,642,1666.937459
3179.481659,1000,1668.105779
3225.02472,1000,1669.215039
3229.210411,1000,1670.295807
3162.104879,1000,1671.366984
3200.689363,1000,1672.346611
1883.564911,565,1673.013017
3205.856019,1000,1674.115688
3122.199815,1000,1675.193404
2071.162785,634,1676.531355
3185.751339,1000,1677.603381
3224.937834,1000,1678.676707
3210.197526,1000,1679.757128
2489.323872,748,1680.490599
3189.367743,1000,1681.567163
3207.945958,1000,1682.637115
3212.334256,1000,1683.721685
3202.960253,1000,1684.818999
3210.154488,1000,1685.894774
3027.833343,899,1686.879481
3243.856712,1000,1687.951862
3163.238267,1000,1689.019112
2362.855135,754,1689.860654
413.864594,172,1690.030354
3227.072327,1000,1691.102123
3216.178721,1000,1692.167189
714.565717,255,1692.395673
3145.102761,1000,1694.103935
493.56364,193,1694.292352
1055.287709,314,1694.700445
3286.115889,985,1695.828086
1362.511093,407,1696.253778
761.245552,254,1696.510229
1071.58481,339,1696.960018
3197.574938,1000,1697.943701
3250.413304,1000,1699.027521
3227.756914,1000,1700.111677
3252.488535,1000,1701.258587
973.903576,289,1701.694703
3192.261667,1000,1702.851898
3239.169995,1000,1704.012088
3224.083055,1000,1705.155842
3226.526121,1000,1706.288832
1800.002917,542,1706.823225
3219.293475,1000,1708.066669
3226.146229,1000,1709.381909
1383.146097,413,1709.840922
3195.133666,1000,1711.294783
2152.415991,677,1713.482265
1373.49059,403,1714.204479
2536.727708,762,1715.203711
1143.790832,345,1715.691172
3217.320061,1000,1716.854857
3249.474252,1000,1718.007858
1531.874942,467,1718.489924
1684.953985,505,1719.116415
2416.183499,769,1719.899472
1504.502413,452,1720.471339
510.058292,194,1720.670884
1727.053228,520,1721.187761
1720.56713,516,1721.826051
3188.682089,1000,1723.00097
3202.378807,1000,1724.128718
799.552288,239,1724.363214
3223.985256,1000,1725.6253
1055.331262,313,1725.966639
897.75254,271,1726.379056
1810.554976,546,1726.964237
3232.194569,1000,1728.371103
1542.032966,463,1728.97966
2044.916172,613,1729.62891
2263.064188,685,1730.44807
3209.285921,1000,1732.432574
2173.443869,650,1733.142045
3216.189875,1000,1734.318107
2300.161686,698,1735.204835
1037.836813,313,1735.5303
1194.868781,353,1736.094776
876.925138,258,1736.436271
3238.0664,1000,1738.106326
2663.915152,799,1739.429821
2446.210035,720,1740.429266
666.527696,208,1740.803444
2202.851182,672,1741.518533
1956.291668,590,1742.24606
1732.260569,522,1742.763523
2166.2869,636,1743.518629
2382.544544,704,1744.345779
3224.7741,1000,1745.442094
3210.87104,1000,1746.709799
1957.752097,578,1747.380733
1164.832431,352,1747.922839
2619.00112,765,1748.724241
652.139409,197,1749.051556
2296.057818,683,1749.995088
2211.132808,655,1750.936441
3246.331195,1000,1752.996641
1717.595031,521,1753.718724
1494.499853,450,1754.368547
2165.24416,646,1755.157956
1762.360429,533,1756.158414
2321.013999,688,1757.04323
2507.738792,762,1757.785864
1223.115463,381,1758.25452
2306.574032,701,1759.037069
584.339286,222,1759.443247
1544.56414,460,1760.001895
2735.470488,817,1761.08443
2854.593476,854,1762.255574
1906.836354,569,1762.841073
1740.572031,532,1763.441614
1235.31822,370,1763.790902
1290.799293,382,1764.283861
732.577985,218,1764.498482
2028.240496,608,1765.079385
2242.308839,671,1765.820678
1336.189521,401,1766.202833
1475.133273,452,1766.722644
1283.806381,384,1767.087532
1185.960369,355,1767.535049
1352.341305,400,1767.924395
1192.102058,354,1768.260877
993.77907,316,1768.663186
2563.435384,765,1769.408912
737.168903,220,1769.72651
805.952119,269,1769.992846
1590.813209,476,1770.45494
1697.120829,515,1771.699948
1714.51172,513,1772.19202
1607.690505,485,1772.770901
2711.200111,804,1773.655679
887.057096,266,1773.918725
1327.376491,392,1774.300459
1751.719557,531,1774.930624
842.6296,249,1775.16873
99.392346,57,1775.223259
1179.408151,351,1775.558164
1923.881139,583,1776.205367
1583.522099,466,1776.651508
1761.956516,519,1777.232239
1669.05432,492,1777.69639
1419.625825,417,1778.209523
1010.297407,317,1778.515535
1491.912538,442,1778.935574
1708.784421,503,1779.513326
1937.443516,590,1780.186467
1706.934507,533,1780.695748
1729.35576,524,1781.307027
888.991802,263,1781.565545
2561.086768,751,1782.369401
3228.659936,1000,1783.438342
1342.71733,409,1783.830491
598.996506,182,1784.009947
2515.876228,759,1784.857776
1799.496732,537,1785.371431
1535.750051,462,1785.917032
1891.746525,558,1786.449366
2169.308364,647,1787.158043
1538.281995,463,1787.600124
3273.564003,1000,1789.316938
2460.371846,731,1790.128371
3012.612126,905,1791.109637
3293.552659,979,1792.145735
1567.283529,474,1792.590835
1298.621694,392,1793.070814
1728.367158,525,1793.563936
1022.765254,302,1793.948739
2068.725934,615,1794.523855
1402.083938,428,1795.04686
1795.763178,544,1795.570082
3322.729089,1000,1796.629021
3175.755876,955,1797.65625
3218.019143,1000,1798.737633
1715.432002,509,1799.332646
1012.505006,318,1799.639467
1708.859331,511,1800.133234
1784.19188,540,1800.766947
1933.737175,575,1801.319352
3295.034766,1000,1802.400174
2005.071336,605,1803.088048
889.175802,268,1803.343304
3190.728656,1000,1804.418571
1942.875931,587,1806.09804
2124.732397,644,1806.883353
2369.839183,700,1807.972181
1409.297161,441,1808.699081
3160.699976,1000,1809.898581
3217.551068,1000,1811.257405
3139.351066,1000,1812.569453
3191.948836,1000,1814.569209
3204.598804,1000,1816.310793
1989.708791,604,1817.190564
3167.757174,1000,1818.469322
3192.112128,1000,1819.884715
3169.448927,964,1821.081237
2636.657001,777,1822.265187
1748.025749,531,1823.108521
1785.70826,531,1824.05171
3189.260244,1000,1825.297147
3169.728352,1000,1826.44338
3148.272955,1000,1828.29803
3191.456905,1000,1829.505354
3212.772731,1000,1830.780549
591.072487,220,1831.071999
721.718626,240,1831.360998
3139.703205,1000,1832.641209
2021.10271,603,1833.637794
3164.240091,1000,1835.082981
1694.624972,511,1835.684823
2505.920759,757,1836.875868
3178.268433,1000,1838.362758
767.451977,257,1838.638211
3198.11411,1000,1839.831385
3325.308176,999,1841.037104
3158.781299,1000,1842.146835
906.430192,292,1842.430004
1141.192462,350,1842.888425
1125.830701,382,1843.267256
3162.265974,1000,1844.493929
3171.165512,1000,1845.706682
3148.618728,1000,1846.908295
1314.335194,393,1847.316602
3176.56734,1000,1849.234932
1073.876468,341,1849.695112
3162.275444,1000,1850.857772
973.74088,287,1851.174352
880.952733,289,1851.512504
3147.086849,1000,1852.730576
3155.002415,1000,1853.860277
595.048266,217,1854.083987
3171.890835,1000,1855.324625
3180.932116,1000,1857.210614
1746.395651,534,1858.05237
3193.219781,1000,1859.225126
3191.628408,1000,1860.409361
3137.401028,1000,1861.682229
3146.562951,1000,1862.986648
3164.342772,1000,1864.396674
3145.999271,1000,1866.045815
3143.709242,1000,1867.395892
1121.056709,382,1867.903931
3173.319039,1000,1869.982074
3183.327755,1000,1871.253704
3178.898203,1000,1872.456688
3183.550939,1000,1873.609345
3306.678502,1000,1874.749451
3156.273435,1000,1875.861939
3199.329931,1000,1877.010492
3149.072879,1000,1878.204079
599.286539,221,1878.43007
3117.391472,1000,1879.55254
3181.343158,1000,1880.788557
3145.383832,1000,1881.887702
709.707471,237,1882.120377
3108.840827,1000,1883.249221
3080.233194,1000,1884.460202
1706.604176,524,1885.162228
3165.049843,1000,1886.567799
3134.285912,1000,1888.846147
3171.621223,1000,1890.308008
2074.410422,627,1891.018239
3161.256268,1000,1892.462759
2634.530706,817,1893.654824
3127.447705,1000,1895.16274
1137.256489,342,1895.640845
865.665181,269,1896.123154
3126.985704,1000,1897.55382
1374.210754,459,1898.209776
3176.785805,1000,1899.67821
3128.049685,1000,1902.266142
1461.681571,445,1903.064618
3125.812269,1000,1905.313287
3092.76873,1000,1907.836239
3099.130692,1000,1910.248513
3164.788443,1000,1912.231511
3103.300125,1000,1913.561766
3152.556724,1000,1915.21185
3146.363605,1000,1917.483325
3170.87651,1000,1918.619289
3181.383332,1000,1919.71684
3168.92119,1000,1920.863087
3020.118527,1000,1921.978198
1322.56892,401,1922.489905
1456.582252,445,1922.935333
1146.421813,360,1923.291928
950.903364,292,1923.710502
913.102027,286,1923.998271
3170.120426,1000,1925.106064
3158.653104,1000,1926.218153
3194.573206,1000,1927.340592
891.034143,256,1927.592735
3105.162815,1000,1928.705985
3187.889509,1000,1929.818702
968.186415,302,1930.11285
2791.728118,846,1931.127307
3221.279888,1000,1932.809588
3169.290916,1000,1934.083479
3221.500276,1000,1936.029142
3188.738275,1000,1937.194207
756.328193,245,1937.457197
3181.196339,1000,1938.782986
3188.143653,1000,1940.381325
3163.490629,1000,1942.389021
3182.21991,1000,1943.619027
3202.562439,1000,1945.051688
3199.016557,1000,1946.542309
3188.626504,1000,1948.03447
3178.459411,1000,1949.446874
3241.549048,1000,1950.964465
3205.453926,1000,1952.30799
3173.982395,1000,1953.613306
3252.02355,1000,1955.222217
3033.341824,944,1956.863
2132.43411,649,1959.108931
1975.749455,588,1960.144537
3190.853694,1000,1961.629257
3241.531508,1000,1963.054219
2198.474486,655,1963.999609
3231.780854,1000,1965.850314
3240.164434,1000,1967.554037
3155.722134,1000,1969.089239
3188.016594,1000,1970.563599
1878.532885,559,1971.171493
2262.416383,681,1972.240678
1161.517066,381,1972.799126
3230.228853,1000,1974.633704
3189.124989,1000,1976.083355
3175.593065,1000,1978.145623
107.508782,61,1978.258923
1277.154996,382,1979.018611
3226.573162,1000,1980.485385
3178.246638,1000,1981.73653
3143.366506,1000,1983.899633
3194.353377,1000,1985.344531
3228.787145,1000,1986.613167
1362.07241,400,1987.229807
1836.460822,551,1987.885462
2245.895725,677,1988.788693
3246.645332,1000,1990.082512
1701.020751,538,1990.952321
3181.421039,1000,1992.47406
656.337666,201,1992.706424
3224.614887,1000,1993.8824
1719.46073,502,1994.420812
1022.849917,298,1994.736503
1839.621479,547,1995.563915
2747.058561,815,1996.843901
3202.979441,969,1998.698458
3224.667062,1000,2000.498356
3169.260555,1000,2002.036987
3291.269109,1000,2003.408808
802.504393,238,2003.683569
2721.143578,804,2004.699293
1701.327625,502,2005.230144
913.348995,271,2005.51059
2591.96853,767,2007.382966
1968.898606,585,2008.146501
3240.508099,1000,2009.483509
3227.008498,1000,2010.8623
3230.22097,1000,2012.111274
801.759025,234,2012.422237
896.221325,257,2012.764008
2088.423289,630,2013.761988
840.16185,244,2014.061896
924.474036,272,2014.369738
2988.367338,930,2015.532498
2088.1193,640,2016.376094
825.796439,242,2016.71586
3222.736428,1000,2018.160913
3216.87417,1000,2019.855153
3242.429581,1000,2021.955139
3243.676004,1000,2023.318216
3251.986015,1000,2024.891285
368.286055,139,2025.11914
1843.98923,544,2026.14884
685.385404,212,2026.501286
889.088052,269,2026.99468
3258.589623,1000,2028.47248
1160.344045,343,2028.861678
1028.233541,304,2030.366462
1935.289881,572,2030.970139
1873.775594,571,2031.741281
3223.433599,1000,2033.013262
828.779011,243,2033.292117
1006.70592,299,2033.620337
820.014395,243,2034.008009
843.897021,244,2034.269489
799.041463,233,2034.514189
3205.992888,1000,2035.639001
641.597501,191,2035.828701
655.294411,199,2036.030032
525.308433,165,2036.321017
596.087113,181,2036.512281
684.628266,211,2036.727781
630.214226,193,2036.918625
3249.413688,1000,2038.039859
3262.604452,1000,2039.158998
3243.956543,1000,2040.472597
860.665606,251,2040.75027
1736.541089,526,2041.543636
603.676832,184,2041.750281
643.92139,195,2041.956923
645.996449,189,2042.163849
567.003106,179,2042.599335
589.019767,178,2042.843163
644.947164,195,2043.14564
3290.89939,1000,2044.858532
906.378729,274,2045.292179
3302.411227,1000,2046.666496
575.00836,176,2046.872682
628.228678,186,2047.076309
3280.242605,964,2048.226188
612.365509,184,2048.536396
675.36545,207,2048.753984
674.180559,207,2048.963111
369.813615,130,2049.093615
1708.141698,503,2050.472771
3011.485406,894,2051.461736
777.551938,234,2051.701128
672.800685,202,2051.906318
673.357844,204,2052.106826
369.532945,129,2052.235424
684.321716,209,2052.440135
3306.378601,1000,2053.563141
586.591913,176,2053.875426
658.515729,196,2054.077254
663.969474,200,2054.28271
679.373683,202,2054.485534
608.555194,196,2054.675132
428.897602,149,2054.948552
665.600061,199,2055.162431
611.257853,185,2055.351992
680.424851,207,2055.563246
676.893583,207,2055.831967
647.829263,198,2056.370505
645.708966,199,2056.796721
878.134463,256,2057.274678
686.370375,211,2057.575888
679.314322,210,2057.84258
658.490583,203,2058.234685
3265.312055,1000,2059.525087
1418.610836,420,2060.088939
645.160651,201,2060.415934
676.274713,210,2060.826199
783.379263,236,2061.527002
1437.995186,420,2062.313215
671.337938,206,2062.678937
690.027454,215,2062.971486
2520.307475,742,2064.078345
2735.432046,807,2065.126214
689.992096,206,2065.385405
681.581691,211,2065.691204
662.767853,201,2066.225832
888.042267,264,2066.703948
3287.849151,969,2068.574056
837.978542,247,2068.859475
684.487577,209,2069.089181
2247.571827,661,2069.901355
2780.840765,827,2070.890682
1355.286652,404,2071.363363
852.424051,247,2071.625181
1705.543262,502,2073.049209
1218.975461,370,2073.417956
1193.576764,358,2073.76666
860.102883,259,2074.170184
918.346471,277,2074.556329
1689.030443,506,2075.155894
1229.349998,371,2075.685118
678.805142,214,2075.90114
883.376482,260,2076.155022
1750.244398,531,2076.867138
1201.792063,364,2077.348339
1942.9921,588,2078.109208
653.124537,195,2078.34557
1664.035892,488,2079.12937
1229.42798,371,2080.036415
1319.688869,395,2080.987788
1340.240079,397,2082.201448
2001.128945,599,2083.568005
2293.02682,686,2085.245286
1543.516554,467,2086.185877
2364.12181,699,2087.819366
690.430855,214,2088.286828
2197.305726,659,2089.849414
1427.083353,427,2090.706101
892.9444,268,2091.290589
1955.651239,576,2092.901891
1212.942225,371,2093.734934
1475.404374,455,2095.0937
1374.650363,408,2095.923341
1690.917432,502,2096.984096
1383.116183,409,2097.531233
1428.019118,421,2098.347526
1383.178443,414,2098.902008
1053.963793,318,2099.282753
2225.336799,656,2100.167653
1490.790604,452,2100.684435
1962.564989,581,2102.392139
1201.900237,357,2102.822863
1224.225131,374,2103.398423
1345.217151,407,2103.848431
1165.510229,371,2104.268098
586.328716,220,2104.640765
1665.013493,493,2105.21334
1426.893069,426,2105.700504
2282.116406,680,2106.737815
1730.663222,525,2107.450639
2825.732625,862,2108.58251
2017.876893,609,2109.306966
1736.665508,531,2110.114197
3279.98191,1000,2111.468163
1764.600339,542,2112.099576
1706.560506,501,2112.712325
3227.091269,1000,2114.021542
1015.652559,321,2114.430183
2001.733598,603,2115.169165
1894.400805,568,2116.018891
1172.429361,371,2116.437244
3226.206908,1000,2117.665268
2485.944272,736,2118.660173
3218.280906,1000,2120.022917
3170.779113,1000,2121.517252
3267.709634,1000,2123.853871
2849.813918,863,2124.940849
2200.931144,667,2125.819951
3017.412933,903,2126.721041
635.580847,233,2127.074528
1732.177344,517,2127.613303
1405.300698,428,2128.152909
844.36023,277,2128.438156
3051.232345,917,2129.637964
2542.828915,769,2130.641995
2752.734667,852,2131.788561
3193.629918,1000,2132.897701
3183.690572,1000,2133.986194
3151.924974,1000,2135.098754
3125.634864,1000,2136.243049
611.043749,227,2136.470416
1206.699261,370,2136.952662
1197.943843,369,2137.325995
3170.002222,1000,2138.443718
3311.327993,995,2139.5398
3104.218427,1000,2140.90485
1089.682909,328,2141.290223
1239.885364,384,2142.605454
1944.570656,586,2143.255798
906.894242,294,2143.677942
1116.62661,344,2144.023195
3154.168675,1000,2145.111892
977.146277,296,2145.406756
3193.739097,1000,2146.527518
3088.651042,1000,2147.628763
1016.670867,318,2148.059721
824.61334,267,2148.328685
3188.676004,1000,2149.427761
3185.843149,1000,2150.582002
857.530206,268,2150.841416
1087.172187,332,2151.169603
3188.865149,1000,2152.271374
3138.901188,1000,2153.498887
785.654345,256,2153.953115
3184.918221,1000,2155.008268
3153.208019,1000,2156.143975
945.002334,283,2156.537694
977.572941,304,2156.837511
568.524833,218,2157.049949
940.032301,287,2157.429672
1458.756547,448,2157.867051
1443.024539,429,2158.294136
1941.423689,588,2159.010381
3201.284217,1000,2160.91707
3160.305639,1000,2162.018692
3164.601949,1000,2163.164839
3102.116242,1000,2164.356301
3182.367157,1000,2165.552403
1152.336404,344,2165.92624
3210.240697,1000,2167.117298
3153.381973,1000,2168.288182
3175.140967,1000,2169.573101
3182.177612,1000,2170.781722
3219.492815,1000,2172.03554
1882.935236,601,2172.801305
3162.811147,1000,2173.984584
3132.713959,1000,2175.133656
3162.201254,1000,2176.242107
3157.791714,1000,2177.426396
3159.664747,1000,2179.409384
3291.135171,986,2180.417716
2437.132963,741,2181.266543
3131.76149,1000,2182.386191
3191.680078,1000,2183.604488
3197.542414,1000,2184.779381
3220.725826,1000,2185.930499
3215.039627,1000,2187.107255
3163.519452,1000,2188.256798
1207.107075,372,2188.64708
3164.823194,1000,2189.809771
3164.431874,1000,2191.082677
775.685372,257,2191.499419
3181.647701,1000,2192.762058
3223.700231,1000,2194.129992
3205.896633,1000,2195.702461
3183.311936,1000,2197.234159
3231.515694,1000,2199.42665
3169.454019,1000,2200.797704
3209.862497,1000,2201.924438
3183.671861,1000,2202.986841
3203.962032,1000,2204.044275
892.709313,270,2204.43482
2910.935048,881,2205.677564
3181.853286,1000,2207.000762
3180.587971,1000,2208.337274
1274.029581,389,2208.871793
648.116262,239,2209.226208
3153.73398,1000,2211.052871
568.744984,220,2211.310528
2235.32705,682,2212.236276
3166.356878,1000,2213.575362
3181.977727,1000,2215.006309
3165.659092,1000,2216.515132
3236.32602,1000,2217.76627
3169.718201,1000,2219.085506
3205.080962,1000,2221.562251
1062.049295,329,2221.96121
3197.919327,1000,2223.316898
3169.064545,1000,2224.68802
1101.681601,338,2225.179278
1259.618877,389,2225.826908
3180.563103,1000,2227.084731
1183.005684,355,2227.455575
546.139559,213,2227.670524
1855.719898,548,2228.380374
986.041845,306,2228.702662
3219.404082,1000,2230.052053
1028.368656,318,2230.495029
3219.965799,965,2231.834626
3193.41336,1000,2233.111749
3216.141763,1000,2234.282435
3171.807606,1000,2235.459861
1103.537981,332,2235.942806
948.247582,301,2236.26123
3180.013211,1000,2237.460103
1981.345337,601,2238.265338
1149.737288,354,2238.694573
3205.93481,1000,2239.88592
3217.962454,1000,2241.806657
969.731568,301,2242.098276
3354.129185,998,2243.248644
3173.721608,1000,2244.856183
3162.721317,1000,2246.139049
848.233384,251,2246.386331
3199.720563,1000,2247.799214
3258.444719,1000,2249.320621
3234.748909,1000,2250.818581
3223.827561,1000,2251.941603
3255.965598,1000,2252.997402
1201.73711,369,2253.478939
3098.254581,920,2254.617002
2109.161088,629,2255.661742
3275.680291,1000,2257.549558
1391.996573,412,2258.038684
2546.51173,768,2259.136467
1309.345032,388,2259.663339
1369.835526,422,2260.077674
1036.162534,319,2260.381328
3252.674032,1000,2261.436225
3272.95042,1000,2263.271071
1053.044002,327,2263.68988
1217.64708,368,2264.044414
3225.783725,1000,2265.118474
3275.504955,1000,2266.196641
1206.88949,362,2266.541488
1220.380155,373,2267.009712
3277.184885,1000,2268.084965
994.477795,302,2268.378917
3274.150811,1000,2269.448067
2513.25603,759,2270.28332
3236.641614,1000,2271.342973
1225.423668,367,2271.696106
3230.560365,1000,2272.758123
3268.471181,1000,2273.823655
1168.680642,347,2274.155431
3278.639694,1000,2275.221612
2458.407049,717,2276.028409
1176.929686,349,2276.359878
1475.08358,436,2276.885362
3261.145194,1000,2277.943903
1094.600499,323,2278.255169
987.423193,300,2278.541099
1560.890916,472,2279.874933
1195.6107,353,2280.20754
2401.870137,702,2280.977329
954.752743,284,2281.248832
1103.893074,328,2281.561369
3092.046125,904,2282.527614
852.767518,277,2282.793188
993.446863,304,2283.204117
1089.111276,322,2283.509375
3246.450739,1000,2284.583788
1185.434852,345,2284.916052
819.233349,260,2285.256979
754.058363,251,2285.496227
2762.548483,814,2286.376832
3286.22776,1000,2287.456875
3355.130888,1000,2288.526351
1093.389127,333,2288.846844
745.963574,246,2289.081934
1018.801769,305,2289.47976
719.436825,234,2289.707332
880.92084,275,2289.969395
983.022122,309,2290.263077
765.459302,251,2290.608641
1206.293244,352,2290.946612
199.663743,94,2291.037514
1760.484693,524,2291.535792
3240.892847,1000,2292.607248
1456.17072,426,2293.155761
1277.185367,378,2293.529706
734.323368,246,2293.769129
3297.150603,1000,2294.830276
1113.878383,326,2295.255892
1073.298948,321,2295.562881
3285.13743,1000,2297.408844
901.329202,282,2297.68257
1087.142015,333,2298.138561
3307.42363,1000,2299.230179
1009.230342,328,2299.553143
2321.904531,706,2300.353877
1132.198417,339,2300.685121
1225.91229,361,2301.036024
755.844834,249,2301.381824
1220.853949,361,2301.7326
925.830071,292,2302.01486
1218.695598,360,2302.469721
1253.573576,366,2302.8251
1748.464235,513,2303.319008
742.163705,244,2303.677045
1111.273274,325,2303.993516
3091.639405,909,2304.980138
792.470113,256,2305.228209
1207.536772,355,2305.569571
1061.285083,326,2305.997973
1258.278828,384,2306.368614
2892.213855,848,2307.311888
968.793961,298,2307.59981
1124.869723,328,2308.02767
1081.088974,334,2308.352339
1282.004531,389,2308.724207
2839.411865,832,2309.650099
1313.533233,387,2310.135183
2777.39283,813,2310.922643
1258.74609,389,2311.390056
1131.149269,341,2311.718219
1236.760752,370,2312.069197
3312.684141,1000,2313.138113
1148.18027,342,2314.353956
2557.441781,744,2315.063088
3296.229695,1000,2316.12068
1542.074175,478,2316.688396
830.739588,266,2316.94272
1508.824219,447,2317.48192
199.978638,96,2317.576224
1253.405062,368,2317.930905
3294.161728,1000,2318.996158
770.104817,257,2319.242742
3283.279126,1000,2320.314758
1227.995435,366,2320.779073
193.718603,94,2320.872766
3278.114194,1000,2321.925361
3239.328286,1000,2322.994661
3271.966801,1000,2324.024198
763.014989,253,2324.252717
3295.619441,1000,2325.231555
764.089473,256,2325.458163
1730.008541,499,2326.005132
3260.157151,1000,2326.990515
1473.860142,441,2327.379649
3247.429748,1000,2328.359819
3277.347219,1000,2329.372965
3276.088823,1000,2331.179832
3207.442093,1000,2332.223583
1481.525819,436,2332.633627
1527.78588,455,2333.17184
1014.98611,311,2333.469391
3231.227296,1000,2334.972263
427.365284,170,2335.200331
904.367433,289,2335.537057
3247.319074,1000,2336.649351
2410.183271,718,2337.499247
3175.105879,1000,2338.946321
509.62362,185,2339.152527
1143.447171,334,2339.6083
760.937715,257,2339.866958
1285.64854,385,2340.363518
999.710656,302,2340.888559
980.446613,310,2341.271829
1739.553121,515,2341.839472
803.157603,268,2342.261955
883.16163,279,2342.553571
3269.74234,1000,2343.75637
